idlocalizacao,cep,numero_imovel,complemento,referencia,cidade,categoria
90928,18466539,3961,Casa,Veritatis animi.,Silva,reservado
13369,28648577,8672,Bloco,Doloremque.,Sampaio Verde,disponível
77794,00566391,1568,Apto,Repudiandae.,Ferreira de Macedo,reservado
51407,38538220,4793,Edifício,Est consequatur.,Camargo do Oeste,reservado
71947,61900-785,7423,Casa,Qui.,Câmara,reservado
1220,20015-484,1875,Apto,Eos.,Rezende,alugado
1311,05689652,6955,Edifício,Ab expedita.,Fonseca da Mata,disponível
56393,66563961,6153,Casa,Accusantium.,Mendes de Souza,disponível
78328,43088006,1620,Apto,Debitis.,da Paz,reservado
67568,31852489,1783,Apto,Praesentium.,Alves,alugado
61272,42775-516,6987,Casa,Vel eveniet.,Nunes,alugado
89537,56736-532,1656,Casa,Nam maiores.,Pinto,reservado
35177,77540171,194,Bloco,Fugiat totam.,Cardoso,reservado
79137,47091-879,156,Apto,Architecto.,Melo da Mata,disponível
53238,73911812,8950,Apto,Eum illum.,da Rocha Alegre,alugado
41297,73777-997,6007,Apto,Soluta dicta.,Castro,reservado
9537,21440927,4918,Apto,Quasi dolore.,da Paz do Oeste,reservado
55418,63231482,3583,Casa,Soluta voluptate.,Macedo,alugado
89559,37035878,5223,Edifício,Animi quod.,Cassiano dos Dourados,reservado
75843,88686474,8168,Bloco,Earum.,Camargo,reservado
92494,04006316,4521,Casa,Officia molestiae.,Teixeira,reservado
11065,13446-529,4477,Apto,Earum ducimus.,Montenegro das Pedras,reservado
26982,45028-725,5822,Apto,Consectetur distinctio.,Brito do Oeste,disponível
91436,05039-079,8194,Apto,Debitis eligendi.,Gonçalves,reservado
9600,21407466,5747,Casa,Voluptate.,Abreu,disponível
43159,74432-638,2025,Edifício,Voluptatum illo.,Aparecida,alugado
76025,93844814,8770,Edifício,Molestias.,da Rosa de Minas,reservado
95297,38187-864,8657,Apto,Nostrum.,Oliveira,disponível
37193,50887794,5915,Bloco,Eos.,das Neves de da Rocha,reservado
94861,18549-211,7071,Casa,Temporibus ratione.,Teixeira,alugado
18250,70456-411,2917,Apto,Repudiandae.,Moura de Rodrigues,disponível
14963,31231460,1155,Edifício,Necessitatibus quos.,Pimenta,reservado
82672,18700490,4743,Casa,Eaque eum.,Vargas Alegre,disponível
10534,32647-282,7561,Casa,Assumenda modi.,Campos Alegre,disponível
15749,61832-060,1871,Apto,Itaque.,Araújo dos Dourados,reservado
77117,32825935,1708,Apto,Fugit unde.,Santos da Serra,alugado
56707,67766827,3676,Casa,Aut.,Duarte do Galho,reservado
83554,65427392,631,Edifício,Molestiae veritatis.,Sá,disponível
50625,19324495,8159,Apto,Rem.,Gomes,disponível
55952,40915-021,4959,Bloco,Dolore.,Casa Grande,disponível
95153,88102-609,6607,Bloco,Sequi nulla.,Araújo,disponível
95303,17064776,6349,Edifício,Error aliquid.,Machado,reservado
83834,95699759,9876,Apto,Aut corrupti.,Ramos,disponível
65681,87208-720,7282,Casa,Natus.,Correia,reservado
71932,81053-550,6533,Apto,Ipsam.,Siqueira,reservado
83190,06331724,5826,Edifício,Velit.,Peixoto do Galho,disponível
26155,62306-120,938,Casa,Itaque molestiae.,Brito,reservado
96233,73567325,7984,Apto,Ratione.,da Luz,alugado
20917,41648927,4261,Edifício,Ratione.,Vieira do Norte,disponível
11613,46406238,9703,Apto,Omnis.,Machado,reservado
90087,80491342,221,Apto,Delectus deserunt.,Nunes do Amparo,alugado
87649,92391-135,5986,Apto,Voluptate.,Casa Grande do Campo,reservado
82188,35126670,6483,Edifício,Eum.,Pereira,disponível
5697,80234055,2325,Apto,Molestias.,Sousa da Serra,alugado
50271,28057-554,1175,Apto,Reprehenderit voluptatum.,Camargo dos Dourados,reservado
42532,13316802,2699,Edifício,Blanditiis animi.,Farias,reservado
22351,06267186,2797,Casa,Fuga.,Siqueira do Campo,alugado
56557,17179-819,1991,Bloco,Saepe tempore.,Cardoso do Campo,reservado
11331,19121797,3193,Edifício,Molestias incidunt.,Duarte Verde,alugado
48010,26158223,9037,Bloco,Veniam.,Pimenta,alugado
78497,90317-581,3155,Apto,Vitae.,Novaes,reservado
49821,91315-507,8250,Bloco,Eius rem.,Macedo de Oliveira,alugado
91084,96979-655,4529,Casa,Nemo.,Novaes,disponível
284,83711-205,2866,Casa,Ratione occaecati.,Fernandes Paulista,disponível
79962,82890-276,7931,Edifício,Voluptas corrupti.,Lopes,alugado
13765,58448-869,9669,Bloco,Sequi.,Barros,alugado
40237,89548-176,8817,Casa,Porro.,Teixeira,disponível
43552,54020-615,5365,Casa,Asperiores et.,das Neves de Moura,disponível
70625,78978816,6054,Apto,Officia dolor.,Machado da Serra,reservado
26327,42674726,4124,Casa,Omnis culpa.,Siqueira,reservado
26192,88689353,9909,Edifício,Odio totam.,Sousa de Goiás,alugado
29603,67291244,3730,Casa,Autem.,Vargas,reservado
83374,65103-445,3675,Edifício,Odio labore.,Pastor,alugado
95840,70096446,6828,Casa,Commodi.,Sales de Casa Grande,alugado
11120,13397750,6143,Bloco,Voluptatem.,Farias do Sul,reservado
24357,09575681,5018,Casa,Quos eum.,Sales,reservado
22637,79327-212,2792,Apto,Natus provident.,Macedo,reservado
59398,83144-718,8127,Edifício,Similique voluptatum.,Pastor de Azevedo,disponível
71567,71576615,1249,Apto,Praesentium eos.,Azevedo,alugado
2440,67407427,9016,Apto,Nobis.,Caldeira de Minas,alugado
1336,33606548,4712,Bloco,Impedit.,Casa Grande dos Dourados,reservado
97415,32524818,3498,Edifício,Officiis.,Porto do Oeste,disponível
97332,91415151,5306,Casa,In.,Oliveira,alugado
7236,27889-061,3353,Edifício,Quod ipsum.,Abreu,disponível
53103,58093-545,1910,Edifício,Impedit.,Leão,disponível
79164,78980631,7451,Bloco,Vitae.,Nunes,disponível
14452,24769533,3264,Apto,Omnis saepe.,Farias do Oeste,alugado
5240,68351-968,7209,Edifício,Consequuntur.,Rodrigues de Minas,alugado
73444,33624-761,9217,Bloco,Eos labore.,Lima,alugado
48074,81681971,551,Casa,Cupiditate non.,Pimenta do Oeste,disponível
67337,96235-844,495,Edifício,Occaecati rerum.,Guerra,alugado
7666,08247-484,7015,Bloco,Velit perspiciatis.,Pinto das Pedras,reservado
11978,32462-500,8091,Apto,Quibusdam.,Barbosa,alugado
26029,46338-553,6864,Apto,Voluptatem corporis.,Fogaça,reservado
75513,16516654,2508,Apto,Adipisci libero.,Pires,disponível
93717,45346327,7060,Edifício,Ad.,Ferreira Grande,disponível
73428,68229675,6062,Apto,Exercitationem nesciunt.,Almeida do Norte,disponível
42562,45690885,2036,Casa,Quia.,Martins do Oeste,disponível
51156,53369497,3898,Edifício,Inventore.,Barbosa,disponível
84136,86301-277,4835,Bloco,Quis quod.,Leão da Mata,alugado
76305,39693776,4507,Casa,Expedita cum.,Andrade,alugado
99459,18161-055,5373,Apto,Numquam.,da Cunha de Nogueira,reservado
5050,58251463,8793,Bloco,Provident.,Novaes,alugado
53145,91379709,3324,Bloco,Non.,Novais,alugado
95246,91713471,9442,Casa,Sequi.,Rezende de Oliveira,disponível
60896,07471-389,2322,Apto,Pariatur.,Brito Paulista,disponível
602,08564814,4005,Edifício,Cum.,Macedo das Flores,reservado
63454,99914-929,8349,Casa,Quod exercitationem.,Macedo,alugado
68104,87557534,4078,Edifício,Corporis.,Mendonça da Mata,disponível
44424,93625-658,4643,Bloco,Laboriosam.,Lima,alugado
23472,96151096,3766,Apto,Quis.,Silva do Campo,alugado
19894,16307594,1088,Apto,Ipsum.,Duarte de Rocha,alugado
23770,63899-072,9809,Casa,Quasi inventore.,Caldeira,alugado
86627,58091-444,9979,Casa,Quas.,Fonseca de Vasconcelos,disponível
65773,77479817,2466,Edifício,Itaque commodi.,Melo Paulista,disponível
20605,18738052,8933,Edifício,Alias.,Câmara,reservado
75283,77470564,626,Edifício,Nihil quaerat.,Sousa de Guerra,disponível
52536,13461-319,553,Casa,At fugiat.,Mendes Grande,reservado
46112,81567-703,4779,Casa,Totam.,Melo da Praia,disponível
59290,41272334,812,Edifício,Facere beatae.,Porto das Pedras,reservado
57410,95611-535,9613,Apto,Unde quia.,Lopes,alugado
89780,58812050,4515,Apto,Repellendus.,Nascimento,reservado
4626,35805-212,6765,Edifício,Quidem voluptatibus.,Rezende,reservado
75058,92224809,4846,Casa,Ipsum velit.,Souza das Flores,disponível
76928,20704-238,981,Edifício,Officia.,Sales do Amparo,disponível
18452,14029396,9050,Bloco,Eum ratione.,Aragão,alugado
55263,81185276,3202,Apto,Suscipit.,Rodrigues da Serra,disponível
69345,75912873,2672,Bloco,Quisquam molestiae.,Andrade do Oeste,alugado
79795,77273-280,3676,Casa,Natus.,Viana de Melo,alugado
68471,56670-230,6768,Edifício,Accusantium.,Silveira de Ramos,disponível
74454,69281-492,6519,Casa,Aperiam.,Fogaça,disponível
29797,30736104,3474,Bloco,Fugit.,Rios,reservado
85461,65183142,9339,Casa,Provident.,Oliveira de Jesus,disponível
26860,80000-755,5925,Bloco,Autem.,Rocha de Cunha,alugado
72206,33824-595,9557,Apto,Corrupti.,Pires,reservado
51809,05496-828,1669,Edifício,Deserunt earum.,Moraes,reservado
43429,28203057,3425,Casa,Odit et.,Barros,alugado
4128,90198351,1404,Casa,Dolores accusantium.,da Rocha de Minas,alugado
84047,41629-600,3900,Apto,Similique sunt.,da Mota de Minas,alugado
86224,11749341,3450,Edifício,Corrupti.,Guerra,alugado
82447,02585663,7375,Edifício,Molestias voluptate.,Fonseca do Galho,reservado
29856,70047-327,6960,Bloco,Temporibus perferendis.,Lima,reservado
54379,45536-642,8917,Apto,Unde ut.,Souza de da Paz,alugado
16015,16115-017,7471,Bloco,Porro perferendis.,Almeida,disponível
13827,15737390,420,Edifício,Architecto reiciendis.,Silva,reservado
14057,73189-763,3268,Edifício,Blanditiis reiciendis.,Campos da Prata,disponível
68409,24670028,5365,Bloco,Amet cupiditate.,Melo,disponível
30023,87432-252,4234,Casa,Excepturi.,Montenegro,disponível
75876,33127735,602,Bloco,Ratione modi.,Sales de Castro,reservado
2743,01089985,4971,Casa,Vitae.,Nascimento da Mata,reservado
36980,60628-783,4789,Edifício,Esse dolorum.,Ramos,disponível
7963,11929056,1595,Edifício,Necessitatibus.,Machado,disponível
67245,74946-299,5623,Edifício,Animi.,Moraes da Praia,alugado
58884,48885-962,4016,Casa,Consectetur.,Carvalho da Prata,disponível
6741,32948-904,5148,Bloco,Facere.,Castro Verde,disponível
60577,39312-139,8022,Bloco,Doloribus soluta.,Rocha Paulista,reservado
46366,75735-875,6787,Edifício,Accusamus.,Barbosa,disponível
95252,37558620,2786,Apto,Id numquam.,Cavalcante,disponível
78249,81001-374,7224,Bloco,Autem.,Gonçalves,disponível
58353,80091-446,9510,Bloco,Debitis quas.,Lopes de Minas,disponível
50591,13282-016,1836,Casa,Molestiae assumenda.,Sampaio,alugado
7924,88426586,7622,Bloco,Suscipit cum.,Pastor das Flores,alugado
66377,80742978,7395,Bloco,Ea quos.,Pacheco,disponível
61423,70953768,6371,Bloco,Corporis.,Jesus,disponível
6855,88417-417,1463,Edifício,Minus assumenda.,da Conceição,reservado
48007,31619672,9934,Casa,Assumenda.,Pinto do Amparo,reservado
80254,70043200,4089,Casa,Expedita.,Guerra,alugado
89483,27127093,1711,Bloco,Temporibus ipsa.,da Rosa,alugado
99950,71147094,7041,Casa,Molestias expedita.,Pires de Caldeira,alugado
57440,79590-052,8734,Casa,Ipsam accusamus.,Fogaça,disponível
78398,21871-861,7541,Bloco,Suscipit.,Andrade,disponível
14504,42842290,2497,Bloco,Quibusdam.,Cirino de Araújo,reservado
70554,06159-180,2339,Bloco,Accusamus.,Pimenta,alugado
34157,49063377,4790,Edifício,Quidem dicta.,Correia do Sul,alugado
38875,08109-911,4261,Apto,Atque iusto.,Câmara,disponível
74742,62838273,534,Bloco,Maxime.,da Rosa Paulista,disponível
86440,33778-981,2068,Bloco,Inventore libero.,Campos Verde,reservado
70136,66343-892,7820,Edifício,Sapiente.,Araújo do Sul,alugado
97038,15016094,8342,Casa,Molestias.,Nascimento,reservado
48710,81728768,950,Edifício,Assumenda ab.,Sá de Borges,reservado
83171,53704-996,8679,Edifício,Unde.,Brito,disponível
54685,88095169,4603,Edifício,Sit.,da Cruz,disponível
53497,17004-480,8824,Casa,Odio est.,Campos dos Dourados,reservado
31765,59513-706,9215,Casa,Esse.,Campos dos Dourados,disponível
40999,00261027,756,Casa,Totam.,Pimenta,alugado
47916,70787-679,275,Apto,Itaque voluptate.,Cavalcanti,disponível
12193,81730384,3846,Apto,Quisquam.,Costela,alugado
35292,16289-484,4611,Bloco,Autem.,Marques,disponível
74014,80749-411,2743,Bloco,Iste odio.,Gomes de Pinto,alugado
17684,78334744,7393,Casa,Saepe.,Nascimento,reservado
15403,73900294,6085,Bloco,Laboriosam porro.,Martins do Galho,disponível
22596,30832-628,7103,Bloco,Magnam fugiat.,da Cunha,reservado
48431,14761-878,2739,Apto,Fugit repellat.,Marques do Oeste,reservado
61801,20113957,3196,Edifício,Facilis eum.,Machado,disponível
2999,49049143,6391,Edifício,Et quaerat.,Mendonça da Mata,disponível
91205,10781093,9673,Apto,Minima.,Brito,disponível
3262,58596480,1797,Edifício,Illum eos.,Almeida Alegre,alugado
27048,98894-368,5724,Bloco,Similique nulla.,Lima de Ribeiro,alugado
40123,09329459,6990,Apto,Consequatur.,da Mata,reservado
28848,76325372,3951,Casa,Distinctio veniam.,Barros,alugado
5602,79709227,9793,Bloco,Earum.,Pereira do Amparo,disponível
75224,20808-726,4099,Apto,Enim.,Mendes de Viana,alugado
58088,84593323,4380,Edifício,Qui nesciunt.,Guerra de Santos,reservado
27086,85202-604,5310,Apto,Libero.,Correia,alugado
39509,43009-046,9184,Bloco,Iusto.,Santos,reservado
44232,80710-853,7364,Apto,Repellendus.,Castro,reservado
8051,64124-431,8152,Edifício,Tempore.,Pimenta da Praia,alugado
79020,47239613,1373,Apto,Sequi.,Ferreira,reservado
57912,30152-593,5915,Edifício,Quam.,Cunha das Flores,reservado
32583,25853768,6902,Casa,Quo praesentium.,Sampaio das Flores,alugado
94967,96794483,3838,Bloco,Rerum facilis.,da Rosa da Mata,alugado
57807,16538-723,7638,Casa,Nemo.,Guerra,alugado
60067,17520-213,5737,Bloco,Repellat in.,da Conceição,alugado
6372,03389-133,2074,Apto,Quos.,Teixeira de Vieira,reservado
1520,50428-829,4230,Edifício,Rem laborum.,Costa,reservado
10194,60495-529,6417,Edifício,Eos.,Jesus,reservado
52162,60805-225,8181,Apto,Expedita.,Costela,alugado
36118,49605-046,1095,Casa,Laboriosam saepe.,Peixoto,disponível
50132,23253384,2043,Apto,Dolorum in.,Lopes de Minas,reservado
53723,83428-701,5096,Apto,Quod eveniet.,Costa Alegre,disponível
54538,76272994,5632,Bloco,Alias at.,Cunha,reservado
4837,81125-061,3421,Edifício,Natus.,Vasconcelos do Norte,reservado
97097,45990090,8908,Apto,Sapiente magni.,Correia,reservado
9489,49254-609,4976,Edifício,Natus.,Martins,alugado
22516,64965-312,4535,Apto,Pariatur.,Rios da Mata,disponível
35689,46623236,1319,Casa,Voluptates.,Macedo de Barbosa,reservado
24284,47707209,2114,Edifício,Repudiandae.,Borges de Carvalho,disponível
76940,72018-466,890,Bloco,Dolorem aspernatur.,Araújo da Praia,alugado
81458,43499-735,7664,Edifício,Voluptates cumque.,Mendonça,alugado
94354,00650074,2464,Casa,Dolore sunt.,Costa Alegre,reservado
30103,25940-780,3384,Bloco,Ducimus.,Ramos do Amparo,disponível
53531,73421-938,8316,Casa,Minus.,Leão,alugado
25230,61877-244,3330,Bloco,Velit mollitia.,Jesus,alugado
66406,41697132,9119,Casa,Facere voluptate.,Fernandes do Oeste,reservado
92636,37624445,4139,Bloco,Impedit.,Garcia de Minas,reservado
53562,91583-247,3995,Casa,Sunt dignissimos.,Peixoto da Mata,reservado
1272,92487-606,4009,Edifício,Sequi consequuntur.,Dias,alugado
17583,75058-132,986,Edifício,Alias aut.,Vieira,alugado
1499,30061-402,6445,Casa,Nemo odit.,Cunha,disponível
96811,72001-373,1600,Casa,Sed excepturi.,Rezende,disponível
29823,37120-176,1528,Bloco,Iure voluptatibus.,Melo,reservado
79245,35683-944,8222,Apto,Architecto.,Borges do Norte,disponível
72049,51099-280,9636,Casa,Ea dolorem.,Casa Grande Alegre,disponível
33833,40773-133,2189,Bloco,Quaerat esse.,Farias Grande,disponível
93318,55480261,4162,Apto,Quia.,Fogaça da Prata,alugado
93256,43273-658,9923,Bloco,Sit.,Sousa,disponível
9360,85644203,3649,Apto,Facere.,Santos,reservado
35353,82063035,2961,Apto,Reprehenderit.,da Cunha de Goiás,alugado
16668,30185531,8178,Edifício,Eos.,Machado,disponível
22658,16980-054,8692,Casa,Sed.,Lima da Praia,reservado
95598,14934395,1922,Bloco,Animi placeat.,Souza de Cardoso,disponível
49027,13744828,16,Apto,Consectetur cumque.,Sá,alugado
38279,23022620,6802,Edifício,Voluptatem.,Araújo de Nogueira,reservado
57593,70571111,9733,Casa,Adipisci.,Caldeira dos Dourados,alugado
12969,33106-859,4078,Bloco,Tempore quae.,Campos,alugado
26253,97759764,7691,Bloco,Dolorum deleniti.,Rezende de Goiás,reservado
27726,64888-531,1114,Casa,Eius ratione.,Pereira,alugado
74619,85653749,5070,Casa,Magni.,Cardoso,alugado
18602,17792403,3057,Casa,Dolores.,Pires,disponível
74022,29883-173,4568,Casa,Architecto.,Pinto de Monteiro,reservado
99656,77768-957,3928,Casa,Dolorem tempore.,Souza da Praia,alugado
65079,05183-700,7648,Apto,Doloribus.,Camargo do Sul,reservado
88919,98609484,7009,Apto,Hic.,Gomes,reservado
45154,11836896,1186,Bloco,Accusamus.,Pastor do Amparo,reservado
72091,52695-337,2438,Edifício,Animi esse.,Silveira de Barbosa,disponível
75517,92402765,8630,Edifício,Incidunt.,Fonseca,disponível
50273,29611622,6196,Casa,Veritatis explicabo.,Correia de Minas,disponível
31355,12386-180,2725,Edifício,Corrupti architecto.,das Neves,reservado
97090,19373804,817,Casa,Enim.,da Rosa,alugado
83261,22691119,5931,Apto,Ex.,Farias de Correia,reservado
78069,83349022,1784,Casa,Odio excepturi.,Caldeira das Pedras,alugado
12518,47455-370,7040,Apto,Fuga.,Pastor de Aragão,reservado
79008,49183-236,2517,Bloco,Iusto saepe.,Guerra do Amparo,alugado
21893,52811-040,8935,Edifício,Delectus.,Câmara,reservado
72484,95980828,6901,Edifício,Debitis.,Nunes,disponível
42223,67841-413,9321,Apto,Accusantium magnam.,Alves Grande,disponível
10182,67912-306,9249,Bloco,Magnam.,Peixoto de Aparecida,reservado
55615,48141314,1156,Bloco,Architecto quas.,Fonseca do Oeste,reservado
26612,04874437,266,Edifício,Fugit.,Martins,reservado
64208,19920705,2807,Edifício,Unde.,Lopes,reservado
41122,02400713,7374,Apto,Provident.,da Rocha do Galho,alugado
17701,15074087,6107,Apto,Consequatur.,Fernandes,reservado
90775,15424888,8456,Bloco,Occaecati.,Mendonça do Norte,reservado
91073,09399-659,2021,Edifício,Iusto.,Vieira,reservado
31499,63751648,3476,Casa,Deleniti.,Souza,reservado
67558,63554678,7783,Edifício,Aut harum.,Dias do Campo,disponível
22770,48930860,3208,Casa,Cupiditate.,Abreu,reservado
7729,93719-535,5693,Edifício,Libero animi.,Moraes da Mata,alugado
43404,48982707,4136,Apto,Ex.,Campos,reservado
43736,06839775,7890,Casa,Aspernatur.,Moura Paulista,alugado
59992,78817327,7506,Edifício,Quidem.,Gonçalves,alugado
37125,91392-659,9345,Bloco,Hic.,Viana,alugado
98396,28431212,8770,Casa,Consequatur porro.,Cirino de Dias,alugado
61239,76762288,846,Bloco,Vel.,Rios,alugado
31861,06612879,4692,Apto,Sed.,Alves de Cunha,alugado
34892,12467024,4786,Casa,Eos.,Moraes da Praia,reservado
71359,89503231,2908,Apto,Reprehenderit.,Aparecida,disponível
64932,11342-880,3414,Edifício,Illum similique.,Nogueira,alugado
9357,21641213,8378,Bloco,Tempore placeat.,Pastor,alugado
76986,89240-888,3107,Casa,Explicabo ipsam.,Siqueira do Campo,alugado
60012,84719440,391,Casa,Quas.,Jesus do Campo,disponível
23602,32369-147,6274,Apto,Atque rem.,Correia do Sul,disponível
41863,18671923,1864,Bloco,Suscipit nam.,Garcia,reservado
90483,45245-339,5275,Apto,Illo.,da Paz,disponível
53234,41901352,1364,Bloco,Officiis eius.,Rezende da Mata,alugado
42524,32715914,3563,Casa,Corrupti.,Sampaio do Sul,reservado
78495,47525448,7336,Apto,Quod.,Pacheco,alugado
38310,21610797,7567,Edifício,Quos.,Melo,alugado
56739,04997-474,8916,Casa,Eos consequuntur.,Vasconcelos,alugado
75278,43841234,5216,Edifício,Deserunt.,da Conceição de Casa Grande,alugado
68754,01334829,962,Bloco,Cumque molestias.,Aparecida,alugado
9976,18057-728,1733,Apto,Quos.,da Mota,disponível
51121,56176-248,1402,Apto,Vitae asperiores.,Oliveira,disponível
29826,56048-873,9104,Apto,Nesciunt ea.,Cardoso do Campo,reservado
2129,04049-851,7100,Edifício,Nisi placeat.,Cirino de Mendonça,reservado
74820,70779-902,719,Bloco,Et tempora.,Andrade de Duarte,reservado
47075,18401-447,8924,Edifício,Nam quos.,Carvalho das Pedras,reservado
34079,73403-995,606,Apto,Repellendus nostrum.,Rios,alugado
64682,14777680,1339,Edifício,Accusamus ut.,Campos,disponível
10337,63576-862,4399,Apto,Asperiores.,Costa,disponível
37469,42176-436,7409,Casa,Ex alias.,da Cruz,reservado
75965,68674627,9180,Casa,Vitae adipisci.,Castro dos Dourados,disponível
