idcidade,nome,estado
69206,Montenegro Paulista,Santa Catarina
81402,Farias Grande,Bahia
98159,Nascimento,Ceará
83463,Pastor,Espírito Santo
69125,Leão,Paraíba
44238,Rezende Alegre,Bahia
14978,Andrade do Sul,Amapá
38127,Cassiano de Sá,Rio Grande do Sul
99988,Freitas,Rio Grande do Norte
4415,da Conceição de da Rocha,Sergipe
85976,da Rocha de Minas,Piauí
55865,Pastor do Norte,Tocantins
96325,Lima de da Luz,Rio de Janeiro
96977,Novais,Mato Grosso
47407,Casa Grande,Rio Grande do Sul
32343,Novais Grande,Rio de Janeiro
89646,Andrade,Amapá
16130,Siqueira,Paraíba
76844,Ferreira,Piauí
25977,Machado,Roraima
34977,Lopes Grande,Sergipe
86873,Vargas,Pará
8626,Brito do Galho,Roraima
93572,Sales do Sul,Goiás
43609,Vasconcelos do Sul,Paraná
74821,Casa Grande da Mata,Distrito Federal
58522,Nunes,São Paulo
66564,Pacheco,Ceará
20075,Costa,Bahia
2984,Costela de Minas,Distrito Federal
67209,Ferreira Alegre,Maranhão
26989,Farias,Bahia
70626,Costa da Praia,Mato Grosso do Sul
33042,Sá,Espírito Santo
24506,da Cruz de Ribeiro,Pernambuco
23004,Mendes do Sul,Rio Grande do Norte
36868,Gomes Paulista,Amazonas
5481,Mendes,Amapá
69555,Cirino,Sergipe
23261,Cassiano,Goiás
87841,Viana,Pará
98884,Cardoso,Rio Grande do Norte
43281,Sales,Pará
87639,Ribeiro,Rio Grande do Sul
84740,Farias,Piauí
99186,Souza,Tocantins
60333,Fernandes,Tocantins
6623,Monteiro,Mato Grosso do Sul
80958,Melo da Praia,Espírito Santo
51076,Pastor,Ceará
83252,Câmara,Mato Grosso
43808,Souza,Pernambuco
18134,Duarte do Campo,Acre
80907,Cardoso de Almeida,Tocantins
25958,Barbosa da Prata,Amazonas
27915,Andrade do Amparo,São Paulo
51785,Rezende,Bahia
50801,Moraes de Casa Grande,Rio Grande do Sul
77872,da Costa do Galho,Rio Grande do Sul
79117,Azevedo,Amazonas
5141,das Neves,Tocantins
98707,Rodrigues,Pará
88782,Fogaça de Lima,Maranhão
25235,da Cunha,Sergipe
44144,Mendonça,Ceará
59777,da Conceição,Minas Gerais
52542,Sampaio da Mata,Rondônia
51703,Teixeira do Oeste,Rio Grande do Sul
49681,Câmara,Rio Grande do Sul
20239,Cirino,Roraima
44964,Brito da Mata,Rio Grande do Sul
45640,Correia do Sul,Tocantins
29612,Pacheco,Minas Gerais
21535,Monteiro,Paraná
86981,Barros de Minas,Sergipe
33121,Freitas da Mata,Maranhão
18270,Borges,Maranhão
32681,da Cruz Paulista,Amazonas
31739,Souza da Praia,Maranhão
1919,Lopes,São Paulo
80172,Pereira,Distrito Federal
78806,Viana,Pernambuco
88106,da Mota de Rezende,Pernambuco
9462,Oliveira da Prata,Amapá
3749,Pacheco,Maranhão
47069,Borges,Maranhão
13033,Mendonça,Amapá
95957,Lopes da Serra,Rio de Janeiro
36881,Machado,Goiás
56587,Macedo,Sergipe
32087,Azevedo Verde,Rio de Janeiro
28712,Macedo,Santa Catarina
27085,Guerra das Flores,Pará
34193,Rios,Mato Grosso
96845,Leão,Paraná
27921,Gomes de Guerra,Goiás
40112,Duarte do Galho,Espírito Santo
23443,Mendes,Rio de Janeiro
51188,Pinto,Santa Catarina
14707,Pereira do Oeste,Amapá
78596,Moreira,Amapá
71703,Mendes,Amazonas
23045,Câmara de das Neves,Roraima
53198,Alves Alegre,Espírito Santo
18967,Gomes de Goiás,Amapá
98422,Guerra,Paraíba
69207,da Rocha de Porto,Rio Grande do Sul
73583,Peixoto da Prata,Roraima
95622,Ramos do Campo,Rio Grande do Sul
85755,Moreira,Rondônia
79444,Alves do Campo,Mato Grosso
46659,Freitas,Paraíba
9176,da Luz,Goiás
98389,Mendes do Campo,Rio Grande do Sul
88490,Costa da Prata,Amapá
89946,Fernandes,Piauí
55984,Freitas do Oeste,Espírito Santo
13720,Alves do Amparo,Mato Grosso do Sul
89388,da Rocha de Cirino,Amazonas
39827,Cardoso de Moura,Pernambuco
67268,Almeida das Pedras,Sergipe
38439,Duarte do Amparo,Piauí
68815,Azevedo da Mata,Pará
70953,Gonçalves de Marques,Distrito Federal
65272,Gomes,Goiás
64242,Pimenta,Mato Grosso
52120,Porto do Campo,Rio de Janeiro
4759,Borges,Pernambuco
54202,Guerra de Santos,Rio de Janeiro
28267,Pires,Paraná
57990,Campos da Praia,Paraíba
67153,da Luz,Santa Catarina
81180,Ramos,Rio Grande do Sul
81023,Sampaio,Paraíba
68299,da Conceição de Goiás,Pernambuco
12922,Aragão da Mata,Rio Grande do Sul
7171,Machado de Minas,Amapá
40315,Ribeiro de Jesus,Mato Grosso do Sul
26068,Costela,Maranhão
23728,Macedo,Distrito Federal
45777,Fernandes da Praia,Santa Catarina
40957,Azevedo,Ceará
4569,Rezende de Mendonça,Amazonas
71548,Araújo,Roraima
59540,Andrade,Roraima
76520,Vieira,Distrito Federal
94933,Azevedo de Minas,Rondônia
76087,da Rocha do Galho,Acre
42986,Mendes,Rondônia
13040,da Cruz,Piauí
7565,Azevedo do Galho,Amazonas
53901,Gomes de Aragão,Amapá
83400,Costa,Piauí
35325,Dias de Castro,Piauí
41502,Sousa de Minas,Ceará
22291,Silva,Minas Gerais
59022,Pinto do Norte,Maranhão
70287,Câmara de Goiás,Bahia
60951,Novaes,Paraíba
96531,Rodrigues,Paraná
14360,da Luz das Pedras,Tocantins
7924,Montenegro,Pernambuco
9193,Dias,Espírito Santo
53483,Lima,Mato Grosso do Sul
17696,Mendes,Pará
82788,Fogaça do Campo,Mato Grosso
37571,Machado de Caldeira,Bahia
81907,Mendes,Distrito Federal
61677,Gonçalves do Campo,Bahia
37363,Sampaio,Paraíba
151,Siqueira,Amapá
54169,Gonçalves de da Costa,Santa Catarina
15494,Fogaça,Ceará
92403,Caldeira,Maranhão
40748,Freitas,Roraima
1792,Fernandes,Rondônia
37640,Melo,Santa Catarina
73992,Alves,Mato Grosso do Sul
29473,Fogaça,Goiás
91699,Dias de Minas,Sergipe
53830,Souza de Nascimento,Ceará
72387,Farias,Sergipe
9757,Correia,Bahia
16967,Mendonça,Mato Grosso
23842,da Mata,Goiás
24457,da Mota,Rio Grande do Norte
15841,Costa,Rio de Janeiro
98386,Brito,Goiás
34263,das Neves dos Dourados,Mato Grosso do Sul
92403,Sales,Goiás
26223,Cunha de Lima,Paraná
36278,Pereira da Prata,Espírito Santo
5203,da Rosa,Rio Grande do Norte
80354,Oliveira das Pedras,Rondônia
86666,da Costa Verde,Bahia
64621,Fonseca,Distrito Federal
95203,Sampaio,Sergipe
32524,Rodrigues de da Cruz,Roraima
42943,Sousa Alegre,Minas Gerais
80960,Ferreira,Maranhão
22479,da Conceição,Santa Catarina
66733,Rodrigues dos Dourados,Rondônia
83313,Jesus Verde,Tocantins
35082,Novaes,Minas Gerais
236,Cunha de Borges,São Paulo
33999,da Costa,Paraná
35860,Porto,Rio Grande do Sul
97281,Pastor da Serra,Distrito Federal
85383,Peixoto,São Paulo
66183,Melo,Piauí
99994,Carvalho do Galho,Piauí
61274,Sousa,Bahia
99703,Casa Grande,Goiás
14722,Moura da Praia,Distrito Federal
52468,da Paz dos Dourados,Sergipe
77798,Garcia de Cavalcante,Paraná
17598,Mendes de Gomes,Bahia
86852,Viana,Amazonas
89880,Lopes de Pastor,Rio de Janeiro
73497,Ramos,Ceará
53849,Vargas,Tocantins
53840,Pinto,Distrito Federal
70441,Pinto,Espírito Santo
8516,Andrade,Distrito Federal
10262,da Mata dos Dourados,Rio de Janeiro
38137,Leão,Bahia
88776,Gomes,Mato Grosso
52600,das Neves das Pedras,Pernambuco
16374,Barros de Martins,Maranhão
7582,Ribeiro,Roraima
79032,Vasconcelos da Praia,Distrito Federal
33368,Almeida,Goiás
41151,Borges de Machado,Rio Grande do Sul
61085,Borges de Caldeira,Goiás
56453,Guerra,Paraná
52982,Brito,Alagoas
49907,Duarte,Rio Grande do Norte
83227,Carvalho do Sul,Santa Catarina
23659,Rezende,Paraíba
59060,da Rosa,Paraná
31456,Porto,Roraima
83422,Rios de Aparecida,Pará
3477,Sá das Flores,Pernambuco
65278,Almeida,Espírito Santo
3014,Caldeira de Minas,Pará
95650,Monteiro,Sergipe
86741,Pimenta,Paraná
83329,Cassiano de Novais,Alagoas
11892,Mendes da Mata,Roraima
92665,Barros,Rondônia
93753,Rezende do Galho,Roraima
26754,Pimenta Paulista,São Paulo
52185,Porto da Serra,Santa Catarina
2766,Mendonça Grande,Pará
91614,Nascimento Grande,Mato Grosso do Sul
22696,da Mata dos Dourados,Pernambuco
10719,Leão,Rio Grande do Sul
93496,da Mota dos Dourados,Piauí
24220,Rodrigues,Minas Gerais
7805,Dias de Minas,Acre
4416,Azevedo Verde,São Paulo
98633,Novaes do Campo,Paraná
43649,Rodrigues,Rondônia
40666,Cirino,Maranhão
50982,Lima de Marques,Rio Grande do Norte
38369,Farias das Pedras,Pernambuco
25320,Nascimento,Roraima
53842,Aparecida,Rio Grande do Norte
17452,Aparecida do Norte,Paraíba
53048,Ribeiro,Rio de Janeiro
1390,Lima,Sergipe
48542,Andrade de Sá,Paraíba
95412,Costela,Roraima
40086,Cunha Alegre,Minas Gerais
37623,Carvalho,Rondônia
77636,da Cruz de Minas,Paraná
19914,Barros do Sul,São Paulo
69940,Teixeira,Bahia
2810,Almeida Alegre,Distrito Federal
71655,Porto,Roraima
34564,Fonseca de Viana,Bahia
28417,Vargas,São Paulo
70302,das Neves Grande,Sergipe
65789,Guerra,Mato Grosso do Sul
54341,Campos da Mata,Paraíba
46646,Rocha das Pedras,Goiás
16366,Pinto,Rio Grande do Sul
16106,Novais de Almeida,Distrito Federal
31513,Fernandes,Piauí
25142,da Rosa de Novaes,Bahia
7258,Fonseca da Serra,Acre
72279,da Cruz de Brito,Distrito Federal
64497,Pastor de Campos,São Paulo
30356,Caldeira da Prata,Ceará
99400,da Mota Verde,Minas Gerais
6733,Macedo,Goiás
83150,Cavalcante da Prata,Alagoas
32861,Siqueira do Oeste,Minas Gerais
66058,Dias de Silva,Paraíba
82321,Porto de Casa Grande,Pernambuco
30692,da Costa,Acre
43278,Oliveira Verde,Mato Grosso
45643,Cirino do Sul,Pará
84570,Sales,Bahia
17895,Novais da Mata,Ceará
29565,Correia do Galho,Acre
67968,Rios do Campo,Amapá
89985,Pimenta de Albuquerque,Rondônia
6092,Viana do Campo,Amazonas
198,Pires da Mata,Rondônia
98055,Pimenta,Distrito Federal
42879,da Rosa do Amparo,Espírito Santo
67867,Albuquerque,Pernambuco
53010,da Cruz,Pará
57795,da Cruz do Amparo,Mato Grosso
68224,Gomes do Oeste,Ceará
14821,Sampaio da Praia,Alagoas
64220,Andrade do Norte,Rondônia
41530,Sales,Mato Grosso
9500,Cunha de Ribeiro,Rio Grande do Norte
95034,Silveira de Câmara,Rio de Janeiro
83975,Novaes,Bahia
75604,Rodrigues,Mato Grosso
42156,Barbosa,Sergipe
23138,Gonçalves,Amapá
14978,Abreu Alegre,Espírito Santo
12454,Martins,Espírito Santo
67278,Duarte do Galho,Amazonas
50941,Pacheco,Distrito Federal
42510,Alves das Pedras,Rio Grande do Sul
11880,Pinto do Campo,Espírito Santo
92951,Caldeira de Goiás,Roraima
31905,Pacheco,Pará
98211,Barros das Pedras,Bahia
68539,Alves do Oeste,Espírito Santo
61575,Fernandes de Santos,Paraná
7057,Silva da Praia,Rio Grande do Sul
62854,Andrade,Amazonas
63112,Camargo da Prata,Rio Grande do Norte
74419,Cardoso de Pacheco,Amazonas
62530,Aparecida,Mato Grosso
55388,Cunha,Goiás
52966,Vargas da Prata,Rio Grande do Norte
87507,Ferreira,Tocantins
57136,Martins do Oeste,Paraná
7260,Gonçalves,Espírito Santo
61978,Pastor do Oeste,Goiás
86315,Barros,Amapá
18481,Fonseca do Oeste,Mato Grosso do Sul
51258,Siqueira,Roraima
96818,Marques Grande,Ceará
1232,da Luz,Roraima
20047,Mendes,Tocantins
65361,Marques,Amazonas
12325,Almeida Verde,Amapá
44876,Pinto,Maranhão
28961,Teixeira de Azevedo,Santa Catarina
67787,da Mota,Amapá
80236,Correia,Rondônia
19704,Brito,Paraná
57891,Cassiano,Paraíba
11302,Santos do Campo,Amazonas
47419,Lopes da Serra,Paraná
3559,Santos dos Dourados,Rio de Janeiro
55344,da Mota,Alagoas
17424,Dias,Paraná
15653,Cavalcante,Sergipe
76363,Câmara,Rio de Janeiro
47851,Pimenta,Acre
11106,Pimenta de Goiás,Goiás
84079,Carvalho,Paraná
92863,Aparecida,Minas Gerais
1169,Cirino das Flores,Piauí
85228,Sousa,Maranhão
92866,Santos,Paraíba
54846,da Paz,Santa Catarina
364,Pinto,Rio de Janeiro
57541,Alves,Goiás
26807,da Costa do Norte,Rio Grande do Sul
2126,Siqueira do Campo,São Paulo
25890,Cavalcanti Verde,Rio Grande do Sul
24615,Rocha,São Paulo
80571,Marques,Bahia
6189,Leão,Roraima
50074,Pacheco,Mato Grosso do Sul
92977,Rios,Maranhão
93216,Vargas do Oeste,Alagoas
60023,Carvalho,Paraná
34731,Leão do Oeste,Sergipe
47078,Teixeira Grande,Paraíba
57442,da Rocha Verde,Espírito Santo
54923,Silva de Minas,Goiás
74640,Santos,Pernambuco
22224,Moura,Paraíba
92042,da Luz do Sul,Tocantins
31201,Costela,Maranhão
73892,Pimenta de Oliveira,Roraima
95444,Silveira,Bahia
24548,Rocha,Rio Grande do Norte
97576,Campos,Rio Grande do Norte
51964,Vasconcelos de Goiás,Acre
72783,Albuquerque da Serra,Ceará
85207,Cassiano,Espírito Santo
41622,Siqueira do Campo,Paraná
32172,Brito,Pernambuco
40616,da Luz de Guerra,Bahia
81445,Cassiano de Goiás,Maranhão
28137,Rodrigues,Paraíba
89109,Souza,Maranhão
60213,Gomes,Espírito Santo
47253,Campos,Rio de Janeiro
43243,Mendes das Flores,Paraíba
43202,Mendonça de Goiás,Pernambuco
21205,Rocha das Flores,Bahia
96440,Aragão,Alagoas
6376,Ramos,Amapá
27635,Montenegro,Ceará
3693,Nascimento Verde,Acre
28271,Albuquerque de Alves,Goiás
80283,Moura,São Paulo
80129,Jesus,Pará
61697,da Rosa,São Paulo
13708,da Conceição,Roraima
20813,Ferreira do Norte,Roraima
98582,Andrade,Santa Catarina
43026,Sampaio do Campo,Roraima
13592,Azevedo de Goiás,Tocantins
77427,Andrade do Amparo,Amazonas
47260,Oliveira da Serra,Mato Grosso do Sul
10179,Cavalcante do Amparo,Alagoas
19922,Montenegro,Maranhão
32311,Lima Grande,Roraima
92161,Guerra dos Dourados,Minas Gerais
39473,Montenegro dos Dourados,Mato Grosso do Sul
6946,da Conceição do Amparo,Roraima
23980,Câmara,Paraná
16214,Silveira Verde,Piauí
48576,Dias,Pará
67140,Pinto da Serra,Paraíba
2019,Rios de Rezende,Distrito Federal
49892,da Luz de da Luz,Paraíba
75119,Alves,Mato Grosso
10626,Araújo da Prata,Amazonas
92181,Albuquerque Verde,Espírito Santo
21169,Ramos,Rondônia
52435,Siqueira das Pedras,Pará
60949,Castro,Mato Grosso
78312,Pimenta,Ceará
44846,Duarte da Mata,Sergipe
1059,Marques Paulista,Ceará
90377,Porto,Roraima
44463,da Rosa,Tocantins
92159,Sá Grande,Distrito Federal
31853,Sá,Bahia
73952,Macedo da Praia,Bahia
52463,da Mota,Paraíba
57812,Ramos,Espírito Santo
43761,Cunha,Espírito Santo
45735,Aparecida,Acre
52184,Carvalho,Goiás
36306,Duarte de Minas,Mato Grosso
42312,Sousa do Campo,Acre
83796,Novaes da Praia,Rio Grande do Norte
24967,Lopes de Rodrigues,Maranhão
79467,da Cruz,Paraná
48417,Souza,Rio Grande do Norte
36346,Alves de Minas,Espírito Santo
28142,da Luz,Bahia
65094,Sá da Prata,Amazonas
49091,Guerra,Mato Grosso
63574,Novais,Goiás
38756,Guerra Paulista,Amapá
18169,Pereira,Ceará
10997,da Cruz,Goiás
95701,Cunha do Norte,Tocantins
93576,Sales do Campo,Goiás
76076,Farias,Santa Catarina
11991,Vieira de Pastor,São Paulo
54467,Nunes de Guerra,Goiás
54271,Cavalcanti das Flores,Piauí
3612,da Paz,Bahia
5955,Viana,Distrito Federal
21962,Cavalcanti,Sergipe
15186,Vargas de Goiás,Mato Grosso
1209,Azevedo da Serra,Rio Grande do Norte
97267,Martins de Goiás,Maranhão
98072,Rios das Pedras,Mato Grosso
525,Campos,Paraíba
64160,Rios,Paraná
46793,Pimenta Verde,Paraíba
83057,Monteiro de Brito,São Paulo
19407,Silva da Praia,Mato Grosso do Sul
77247,Cavalcante de Barbosa,Alagoas
40945,Cunha do Galho,Amazonas
66459,Guerra das Flores,Espírito Santo
33860,da Mata,Espírito Santo
32541,Leão,Minas Gerais
17521,Macedo Grande,Amazonas
26169,Aparecida do Norte,Espírito Santo
39950,Ribeiro de da Paz,Rondônia
29589,Ribeiro,Pernambuco
21788,Fonseca,Sergipe
93951,Borges da Mata,São Paulo
29343,Rocha do Campo,Pará
89963,Duarte,Mato Grosso do Sul
25735,das Neves,Minas Gerais
7234,da Luz dos Dourados,Acre
94315,Machado do Amparo,São Paulo
11086,Machado do Sul,Piauí
8911,Montenegro do Norte,Espírito Santo
2540,Sá,Amapá
47358,Sampaio da Praia,Rio de Janeiro
77347,Leão,Tocantins
59512,Brito,Rio Grande do Sul
86058,Aragão Verde,São Paulo
47457,Cavalcanti,Paraíba
44093,Moura da Mata,Alagoas
90381,das Neves,Maranhão
91461,Sá da Serra,Paraná
63684,Borges do Sul,Sergipe
27820,Câmara,Amapá
24806,Pereira de Cirino,Alagoas
74122,Lopes de Minas,Bahia
69302,Moreira,Santa Catarina
4721,Moura,Amazonas
87028,Barros da Praia,Tocantins
43826,Machado das Pedras,Mato Grosso
33122,Costa,Maranhão
96225,Farias de Minas,Paraíba
31512,Monteiro da Praia,Sergipe
60321,Câmara do Galho,Mato Grosso
64280,Costela da Mata,Rio Grande do Sul
6902,Costela,Paraíba
49404,Freitas,Pará
30070,Mendes,Alagoas
60529,Peixoto,Bahia
45247,Barbosa,Distrito Federal
29852,Barbosa,Maranhão
26424,Câmara,Tocantins
98044,da Mota das Pedras,Espírito Santo
47793,Brito,Ceará
62831,Câmara,Maranhão
81429,Costa,Maranhão
4791,Cunha do Oeste,Rondônia
97737,Fernandes,Pernambuco
5172,Barbosa de Albuquerque,Rio de Janeiro
23802,Novaes do Campo,Amazonas
22681,Viana de Goiás,Minas Gerais
7686,Freitas,Espírito Santo
50162,Fogaça Paulista,Roraima
58067,da Cruz Grande,Amazonas
85279,Barbosa,Rio de Janeiro
92011,Viana,Ceará
34016,Santos,Roraima
35400,da Luz,Roraima
74460,Gonçalves de Correia,Sergipe
77736,Brito de Aragão,Acre
8194,Rocha,Roraima
91699,Aragão da Praia,Distrito Federal
73839,Albuquerque de Minas,Roraima
55053,Rocha,Rio Grande do Norte
28801,Albuquerque,Amazonas
36510,Novaes do Campo,Paraná
48822,Moura,São Paulo
83907,Cavalcanti,Ceará
2515,Ribeiro do Campo,Roraima
36174,Brito,Mato Grosso
96570,Brito da Serra,Espírito Santo
76307,Marques,Mato Grosso do Sul
68100,Marques do Amparo,Paraná
65140,Pastor,Mato Grosso
3818,Abreu das Flores,São Paulo
66573,Monteiro,Espírito Santo
60866,Lima das Pedras,Goiás
5154,da Rosa de Guerra,Paraná
94746,da Rocha,Santa Catarina
39547,Vargas,Espírito Santo
88554,Ribeiro Paulista,Ceará
87558,Abreu de da Rosa,Minas Gerais
76477,Correia das Flores,Mato Grosso do Sul
36609,Pacheco,Pernambuco
76459,Melo de Borges,São Paulo
34964,Porto,Mato Grosso
81100,Santos do Campo,Rio de Janeiro
18078,Pacheco,Sergipe
34166,Farias,Acre
55356,Costela,Amazonas
16555,Fonseca,Rio Grande do Norte
7236,Moreira de Moura,Goiás
34938,Montenegro de Goiás,Pernambuco
82377,Sá,Bahia
5951,Jesus de Dias,Distrito Federal
57746,Cunha do Galho,Amapá
76605,Cassiano de Goiás,Goiás
77520,Cunha,Mato Grosso do Sul
5940,Leão de das Neves,Paraná
93435,Marques do Oeste,Goiás
5932,Melo,Goiás
60107,Vieira,Sergipe
90311,Novaes,Pernambuco
88145,da Rosa da Praia,Goiás
98293,da Mota,Goiás
14793,Ferreira de Goiás,Rondônia
89919,Moreira,Paraná
86602,Lopes,Bahia
81803,Fernandes Alegre,Alagoas
8714,Moura Paulista,Rondônia
61561,Viana do Oeste,Roraima
47018,Machado de Goiás,Rio Grande do Norte
68165,Correia de Goiás,Minas Gerais
53696,da Paz,Acre
9201,da Luz do Sul,Minas Gerais
64021,Vargas,Santa Catarina
38163,Abreu,Espírito Santo
27692,Pinto de Minas,Alagoas
7270,Nascimento de Abreu,Paraná
41521,Rocha das Pedras,Distrito Federal
62434,Oliveira,Ceará
65739,Cirino do Campo,São Paulo
9452,Lima,Goiás
60865,Vasconcelos de Minas,Paraíba
74202,Fogaça do Amparo,Amapá
64461,Gonçalves de da Paz,Santa Catarina
55453,Souza,Paraná
99224,Pimenta,Rondônia
52260,Lima,Espírito Santo
56468,Leão,Amazonas
70708,Ramos,Rio Grande do Norte
38873,da Mata,Amapá
91817,Pinto,Paraíba
17397,Cavalcante da Mata,Alagoas
83051,Leão,Mato Grosso
70874,Borges,Espírito Santo
34050,Moura,Pará
75426,Martins,Ceará
37474,Câmara,Acre
12457,Pinto da Prata,Maranhão
3522,Cavalcanti,Goiás
90101,Castro das Flores,Rondônia
77319,Rios de da Conceição,Pernambuco
34812,Viana de Goiás,Rio de Janeiro
22453,Sá Verde,Piauí
89129,da Cruz,Rio de Janeiro
82116,da Rocha da Mata,Rio Grande do Norte
44835,Vieira das Pedras,Sergipe
44118,Casa Grande de Aparecida,Minas Gerais
21818,Câmara,Amazonas
40704,Cassiano,Mato Grosso do Sul
15950,Aparecida Verde,Paraná
1650,Câmara de da Rosa,Bahia
5580,Andrade de Monteiro,Rio Grande do Sul
94909,Santos do Oeste,Rondônia
46065,Lopes,Pará
44200,Leão Verde,Pará
76157,Souza,Amazonas
60504,Almeida,Ceará
52982,Araújo,Pernambuco
89284,da Rosa do Sul,Ceará
1136,Gomes,Paraná
43097,Barbosa da Mata,Espírito Santo
71269,Ferreira da Mata,Sergipe
81608,da Rosa de Rezende,Maranhão
13545,Fonseca,Tocantins
38564,Dias,Rio Grande do Norte
22041,Câmara do Galho,Alagoas
5364,da Rosa,Mato Grosso
45360,Novais da Mata,Espírito Santo
54838,Farias do Norte,Goiás
37752,Gomes,Bahia
64160,Novaes Grande,Pará
11559,Costela do Amparo,Minas Gerais
39729,das Neves de Siqueira,Santa Catarina
8270,Vieira da Prata,Distrito Federal
39139,Costela de Minas,Alagoas
49660,Peixoto,Maranhão
4484,Gomes,Ceará
39932,Sampaio,Tocantins
12753,Fonseca de Cassiano,Minas Gerais
16958,Vieira do Norte,Distrito Federal
68462,Mendes,Maranhão
