idcategoria,nome,descricao,data_criacao,data_atualizacao
21023,disponível,Nihil cumque similique.,2024-06-13,2022-09-04
53828,reservado,Recusandae natus sit.,2021-12-08,2023-02-25
51273,alugado,Quidem animi sequi sequi.,2023-05-11,2023-01-24
29464,reservado,Magnam error labore.,2023-03-30,2024-03-28
86642,alugado,Impedit tempora magnam ut.,2023-12-11,2022-12-15
71719,disponível,Ullam asperiores tenetur.,2023-09-22,2024-10-18
30473,reservado,Autem aliquam ipsam quidem a.,2023-03-22,2022-04-01
56400,disponível,Inventore in corrupti.,2023-03-16,2023-09-14
99015,reservado,Sint eaque hic.,2022-10-10,2023-04-18
495,reservado,Quam tempore sit sequi.,2024-06-09,2023-12-04
80360,disponível,Numquam animi a sint.,2022-01-07,2022-11-02
17622,disponível,Distinctio quos nihil nisi.,2022-01-07,2022-05-28
87878,alugado,Fuga sunt nemo.,2023-07-03,2023-11-14
16828,alugado,Quam illum excepturi.,2023-09-19,2022-05-26
3692,disponível,Blanditiis sunt alias maxime.,2022-11-10,2023-01-01
64379,reservado,Ullam consectetur ex.,2023-01-13,2023-07-03
21825,reservado,Porro facere quam eos modi.,2024-03-09,2023-07-01
2667,alugado,Odio illum porro.,2022-09-25,2023-07-17
5625,reservado,Nisi maiores illo molestiae.,2022-09-25,2022-04-02
50828,reservado,In ab tenetur illo totam.,2024-04-25,2024-09-28
79576,alugado,Ea ut itaque porro.,2021-11-30,2022-08-26
51503,alugado,Facilis aliquam porro.,2022-10-20,2022-06-06
70693,alugado,Quas magni neque.,2022-05-12,2024-05-29
65142,disponível,Autem officia soluta.,2023-08-08,2023-11-28
24851,reservado,Labore repellendus explicabo.,2023-11-03,2023-11-23
41923,disponível,Soluta at ex recusandae.,2022-07-18,2024-02-09
33486,disponível,Dolorem incidunt libero ut.,2024-08-22,2023-07-24
8705,alugado,Doloremque odio rem in.,2024-04-30,2024-03-29
42341,alugado,Dolorum suscipit unde.,2023-01-24,2022-01-30
89354,reservado,Quod quos perferendis facere.,2023-12-11,2022-11-19
68408,disponível,Ea dolores minima.,2023-09-12,2023-09-16
16026,reservado,Atque maxime fuga.,2022-10-15,2023-10-28
84398,reservado,Quo nostrum adipisci eius.,2021-11-27,2022-04-05
28242,alugado,Ea voluptatibus dolorem.,2023-01-31,2022-03-25
71435,disponível,Qui alias nihil totam.,2024-08-05,2022-12-25
39866,reservado,Nihil libero tempore.,2023-03-01,2024-10-22
46733,alugado,Odit magnam ad dolor.,2024-03-06,2024-09-07
82610,reservado,Ipsum ipsum non earum.,2022-10-09,2023-07-27
94614,disponível,Quibusdam quam ipsa.,2021-12-03,2023-04-23
24956,reservado,Nesciunt quisquam expedita.,2024-01-13,2022-09-28
61593,alugado,Omnis beatae eligendi.,2023-12-23,2022-09-27
19898,alugado,Architecto autem ipsam porro.,2024-09-15,2023-03-13
34787,disponível,Placeat qui veritatis dicta.,2022-08-09,2023-12-14
88238,alugado,Dolores ipsa sunt assumenda.,2024-01-28,2022-06-27
98686,reservado,Nostrum quo vel odit.,2022-02-10,2022-07-11
2033,reservado,Debitis iusto est.,2024-09-14,2023-10-25
91383,alugado,Dolore blanditiis aliquam.,2024-04-04,2024-10-06
19592,disponível,A tenetur saepe accusantium.,2022-05-20,2023-10-07
45804,disponível,Sunt architecto eos quod.,2022-07-05,2024-05-27
14354,reservado,Et expedita culpa provident.,2024-03-01,2023-10-15
35491,reservado,Quaerat itaque porro.,2022-04-26,2024-01-15
97777,disponível,Tempore quos aut quia.,2022-12-10,2023-06-13
99954,reservado,Laudantium id optio in totam.,2023-07-16,2023-12-25
77709,disponível,Facilis quo esse quidem.,2024-06-19,2023-02-22
79405,alugado,Autem dicta in saepe ab.,2023-06-22,2022-08-31
3086,disponível,Autem rerum animi.,2024-10-22,2022-11-19
31665,reservado,Dicta vitae reiciendis iure.,2024-03-15,2023-03-02
61395,reservado,Suscipit illo magnam nisi.,2022-04-03,2024-11-08
2819,reservado,Sequi rem debitis cum fuga.,2023-10-30,2023-12-14
1220,reservado,Neque unde dicta quisquam.,2022-05-30,2023-11-21
8853,disponível,Dolorum ipsam ullam eaque.,2022-02-11,2023-08-04
40854,disponível,Non minus excepturi.,2023-05-23,2024-04-12
76012,disponível,Nulla laborum vero vel.,2023-08-15,2023-08-15
13717,alugado,Neque ex fuga.,2022-12-22,2023-05-08
97522,alugado,Itaque non quae ratione.,2022-10-17,2023-11-10
15347,disponível,Aut sed tempore optio.,2023-06-24,2022-03-20
94482,alugado,Mollitia odit nam pariatur.,2023-07-02,2022-09-15
62740,alugado,Quas debitis quasi ex.,2022-11-09,2023-10-26
20250,reservado,Vitae alias voluptatem.,2022-09-15,2022-01-29
28752,reservado,Ea fuga minus.,2024-02-22,2022-10-12
78402,alugado,Quaerat ducimus fugiat neque.,2023-02-09,2021-12-16
11071,reservado,Magni ab magnam nobis.,2021-12-23,2024-08-22
46482,alugado,Velit facere eius dolores.,2024-06-25,2023-02-13
38773,disponível,Fugiat molestias dolores.,2022-03-10,2022-03-26
3739,reservado,Saepe quis quo voluptas.,2024-03-06,2024-08-25
85631,alugado,Delectus nisi impedit a nemo.,2022-12-08,2022-10-23
3783,disponível,Doloremque odit voluptatem.,2024-03-11,2024-01-22
12292,alugado,Omnis eligendi delectus.,2023-11-13,2022-09-28
51224,disponível,Hic aperiam odit deleniti.,2023-03-17,2022-07-07
40846,disponível,Facere odio at.,2024-03-08,2023-12-05
95359,alugado,Eaque ut repudiandae.,2024-05-25,2023-07-18
56806,disponível,Nemo neque voluptatum nemo.,2024-11-13,2022-04-07
25949,disponível,Id nam consequuntur.,2023-03-12,2022-10-26
37384,disponível,Dolorum veritatis odio.,2023-04-12,2023-11-28
96059,reservado,Velit esse veniam earum.,2022-01-05,2022-01-01
19797,alugado,Rem eaque libero placeat.,2023-07-07,2023-01-29
38061,alugado,Reiciendis dicta facere.,2022-07-12,2022-10-09
95795,reservado,Dolor architecto qui.,2022-10-13,2024-10-26
6023,alugado,Cum a voluptate ipsum.,2024-02-22,2023-11-20
3763,alugado,Corrupti quidem officia.,2023-11-20,2023-03-28
55882,alugado,Blanditiis doloribus labore.,2023-11-09,2022-01-25
95479,disponível,Consectetur dolorem tempore.,2024-06-07,2023-03-19
42276,disponível,Aliquid impedit distinctio.,2024-04-27,2022-05-17
94535,alugado,Minima ex assumenda unde.,2022-10-02,2024-05-19
34090,alugado,Repellat at est harum.,2023-12-06,2024-07-15
76970,disponível,Quasi hic ipsum optio.,2023-06-29,2022-04-03
14775,disponível,Autem neque officiis quis.,2024-07-21,2022-12-03
77080,alugado,Nam reiciendis sint.,2023-06-09,2022-09-09
27967,reservado,Tempore consequatur quaerat.,2023-01-05,2022-12-16
53776,disponível,Fuga deleniti porro velit.,2024-05-28,2021-12-14
5292,alugado,Sed deserunt nobis in.,2024-03-12,2023-03-29
53234,alugado,Cum id ut culpa debitis id.,2024-10-13,2023-05-05
41952,reservado,Explicabo vero fuga.,2021-12-02,2023-06-13
76491,alugado,Eligendi esse assumenda aut.,2022-07-23,2024-04-05
40088,alugado,Debitis delectus sed.,2024-11-19,2022-02-12
73112,disponível,Ex accusamus delectus.,2024-09-16,2022-03-08
70552,alugado,Ad quas excepturi.,2023-11-26,2023-06-05
96698,disponível,Cum autem eligendi natus.,2024-10-03,2022-06-07
75727,disponível,Nam aliquid ad at iusto fuga.,2022-03-02,2023-07-02
25720,alugado,Consequatur ad et.,2022-03-28,2022-12-09
2510,disponível,Laborum ipsa sint voluptates.,2022-02-24,2024-06-10
67713,reservado,Dolorum a id veniam enim.,2024-07-09,2024-09-16
59273,reservado,Impedit debitis veniam.,2024-02-11,2022-05-05
60371,disponível,Quod fugit illo delectus aut.,2023-07-14,2024-09-05
39736,reservado,Doloremque ipsum consequatur.,2022-06-20,2023-01-16
90817,disponível,Repellendus mollitia quo.,2023-07-27,2024-11-04
54985,reservado,Suscipit ipsum adipisci.,2023-10-22,2023-03-10
54552,disponível,Autem quasi labore veniam.,2022-04-17,2024-04-08
57026,alugado,Quae quod repellat nostrum.,2024-11-11,2023-12-30
68033,reservado,Eum itaque quaerat.,2021-12-20,2023-04-13
56377,disponível,Qui sunt vero porro.,2023-09-02,2021-11-24
98752,reservado,Alias occaecati sit incidunt.,2024-08-14,2024-09-06
80128,disponível,Natus harum officiis rerum.,2024-09-11,2023-09-13
83960,alugado,Enim error id dolore.,2023-10-08,2024-10-22
41650,alugado,Deserunt a voluptatibus.,2022-08-19,2022-01-14
50822,alugado,Illo optio at voluptatem.,2023-03-27,2023-05-11
39880,reservado,Ipsam facilis qui et dicta.,2024-04-15,2022-06-08
35339,disponível,Aut porro voluptatem velit.,2024-01-09,2022-02-07
32087,alugado,Enim facilis sit.,2023-04-15,2023-03-23
36350,disponível,Iste ipsum alias vel.,2022-02-21,2021-12-01
19048,disponível,Quam impedit tempora velit.,2022-09-24,2023-02-04
77925,disponível,Fuga nulla delectus.,2024-05-27,2023-05-06
98497,alugado,Quidem omnis quas corrupti.,2022-11-29,2024-06-24
25455,alugado,Maiores at autem commodi.,2023-11-18,2023-07-28
25275,reservado,Expedita sint mollitia.,2023-11-25,2024-04-06
70753,reservado,Fuga veniam sapiente vel.,2021-12-23,2023-10-27
37131,alugado,Eveniet sint quidem esse.,2023-04-05,2023-06-08
63124,reservado,Ea rem amet quasi sed vero.,2023-08-16,2024-04-17
35509,alugado,A iure ullam.,2023-11-26,2022-05-28
49971,disponível,Maiores animi sunt similique.,2022-07-15,2022-04-09
76913,disponível,Quo quod ipsa.,2022-08-22,2023-09-20
5770,alugado,Enim voluptatum quibusdam.,2022-11-20,2021-12-02
99477,alugado,Deserunt quas animi possimus.,2024-01-28,2023-04-19
53526,disponível,Ex culpa perferendis totam.,2024-10-06,2022-02-22
85804,disponível,Harum dolorem quos.,2022-04-15,2023-06-12
89048,reservado,Pariatur eum fuga.,2024-05-15,2023-08-06
79830,alugado,Incidunt ab quia.,2024-09-28,2024-03-12
42227,alugado,Ipsa cupiditate molestiae.,2023-08-02,2023-04-09
71248,disponível,Provident voluptatum ducimus.,2023-05-25,2022-08-06
63107,alugado,Quod velit molestias.,2022-04-09,2023-08-14
52618,reservado,Eum quaerat ullam labore.,2022-09-16,2024-08-20
39829,reservado,Tempore voluptatum iusto in.,2024-02-15,2023-12-02
56158,alugado,Culpa nemo neque iste labore.,2023-07-24,2022-09-16
72947,disponível,Quod nam aliquid doloremque.,2023-08-17,2022-11-03
69243,disponível,Quis repellat neque ad id.,2024-03-17,2022-07-01
90654,alugado,Doloremque expedita vero.,2023-12-31,2023-02-28
69681,disponível,Quasi ad blanditiis totam.,2023-01-01,2024-09-12
57669,alugado,Provident eveniet similique.,2023-02-04,2023-06-19
82996,reservado,Dolorem vel quod.,2023-10-20,2023-12-13
55064,reservado,Eaque ad iusto veniam.,2023-01-09,2024-09-15
54174,disponível,Nobis iste molestias vel.,2024-10-28,2024-01-13
72866,reservado,Vero beatae neque iusto.,2024-02-08,2023-02-11
1138,reservado,Ad laborum vero assumenda.,2022-06-25,2024-09-08
69858,alugado,Inventore nisi numquam.,2022-01-20,2021-12-04
54981,reservado,Ut asperiores quo occaecati.,2024-01-27,2022-10-10
49050,alugado,Ex quas a a tenetur odit.,2022-08-05,2022-03-06
83030,disponível,Eum natus saepe tempora.,2024-06-09,2022-02-27
40462,disponível,Illo iusto quia.,2024-04-06,2024-01-01
10557,disponível,Officiis excepturi at dolore.,2023-10-09,2023-10-10
3987,disponível,Ex ut veniam.,2022-03-10,2022-11-14
59706,disponível,Accusamus minus eveniet.,2024-07-11,2023-05-22
39485,reservado,Voluptatum eveniet magnam ea.,2023-06-12,2023-03-26
35146,disponível,Error in odit sunt.,2024-09-23,2022-05-07
38938,alugado,Tempora tenetur provident.,2023-08-17,2022-12-19
8937,disponível,Laboriosam deserunt amet.,2024-08-24,2024-04-21
15954,alugado,Corporis ex tenetur ut.,2022-08-21,2023-09-03
48563,alugado,Nulla maiores autem modi.,2024-10-17,2024-10-16
53743,reservado,Fugit temporibus fuga ex.,2022-03-19,2023-07-03
66885,disponível,Beatae inventore quis culpa.,2022-04-10,2024-01-29
18699,reservado,Suscipit dolorem iure.,2022-01-31,2024-10-28
68532,alugado,Nisi quos culpa.,2022-12-16,2022-06-06
82797,disponível,Magni aliquam ipsum.,2022-01-04,2023-07-25
7677,disponível,Quisquam atque et sequi.,2022-05-02,2022-10-17
37353,disponível,Officia sunt enim deleniti.,2023-01-16,2023-05-26
12131,disponível,Ratione vitae quod.,2024-08-15,2024-03-21
85488,disponível,Iusto minima vitae eius.,2023-12-17,2022-09-25
62938,reservado,Neque et velit aut.,2024-06-10,2024-05-06
17010,reservado,Aliquam animi est veritatis.,2022-06-10,2023-06-13
79520,alugado,Soluta eos aperiam.,2023-05-28,2022-04-13
19120,disponível,Eaque quasi atque.,2024-03-13,2024-10-11
41166,alugado,Excepturi ex omnis iusto.,2022-01-30,2024-05-02
53786,disponível,Dicta vero nisi nisi.,2024-06-25,2022-05-06
1903,disponível,Sunt doloribus alias.,2023-02-10,2022-07-20
17021,alugado,Aliquid officia earum.,2021-11-26,2022-08-21
21789,disponível,Ipsam sint et.,2022-09-09,2023-06-11
8567,alugado,In modi quisquam impedit.,2022-07-18,2022-12-31
51725,alugado,Ducimus quo tenetur.,2023-05-18,2022-09-04
24055,alugado,Impedit quae impedit eum.,2022-05-21,2022-06-29
61553,alugado,Id iste corrupti.,2022-04-28,2022-11-22
64677,alugado,Provident animi sit.,2024-04-04,2024-04-25
79475,disponível,Corporis aut occaecati porro.,2022-07-19,2024-01-10
55061,alugado,Ullam doloremque velit sit.,2023-10-23,2022-08-18
84390,reservado,In tenetur corrupti minus.,2024-07-05,2023-02-14
213,disponível,Omnis eum expedita.,2022-06-10,2024-01-09
67166,disponível,Ipsam sequi dolorum iure.,2024-06-12,2023-02-04
20911,alugado,Est fugit dolor.,2022-03-30,2023-04-13
86106,disponível,Ad enim tempora.,2023-10-27,2023-11-18
86089,reservado,At a quae.,2024-03-07,2022-02-03
4266,reservado,Quibusdam porro quidem sit.,2024-01-27,2023-03-16
38823,alugado,Nam voluptate fugit ea hic.,2024-08-24,2023-10-14
30483,alugado,Eligendi esse deleniti quas.,2022-06-24,2022-07-04
51113,alugado,Soluta voluptates non.,2023-10-05,2022-04-20
6681,reservado,Porro magnam quam voluptate.,2022-09-02,2022-05-13
86347,disponível,Eveniet odio magnam.,2023-05-23,2024-06-13
81564,alugado,Doloribus iure animi.,2023-11-28,2022-11-12
33134,disponível,Adipisci quos rem.,2023-07-02,2023-07-28
40301,reservado,Fuga adipisci itaque labore.,2022-01-17,2021-12-10
19833,alugado,Cumque quo odio fugit id.,2024-02-03,2022-03-10
59063,disponível,Ex tenetur laudantium vitae.,2022-11-10,2023-03-09
63949,disponível,Corporis vitae occaecati.,2024-11-04,2024-08-22
45495,disponível,Magnam ab ea accusamus.,2023-10-13,2022-03-20
56666,alugado,Nihil mollitia sapiente.,2023-03-09,2024-09-23
17755,alugado,Alias minima qui odit.,2021-12-04,2022-02-23
76826,alugado,Mollitia laborum est.,2024-02-25,2022-12-11
66912,disponível,Velit quis nam.,2024-07-30,2022-03-25
49912,alugado,Cum eligendi eligendi quas.,2022-08-30,2021-12-21
17812,reservado,Unde quam illum incidunt.,2022-05-05,2024-11-10
53175,reservado,Earum quae nemo dolore.,2024-10-03,2023-06-15
39841,alugado,Voluptas animi velit.,2023-04-28,2024-06-29
82923,alugado,Vitae quis dolor impedit.,2024-06-28,2022-05-14
91021,reservado,Quod odit ullam fugit.,2024-10-10,2023-03-22
68869,reservado,Velit quod libero a rem.,2021-12-07,2022-07-19
2245,reservado,Voluptas ab harum dolorem.,2024-03-04,2023-02-21
86514,disponível,Quisquam atque ratione eaque.,2023-10-17,2022-07-26
20589,reservado,Neque optio molestias fuga.,2023-11-22,2022-02-04
17828,alugado,Ut neque excepturi.,2022-11-19,2022-03-24
15699,alugado,Optio dolor sapiente.,2023-01-22,2024-04-14
93982,alugado,Ex fuga ipsa sapiente quam.,2023-01-29,2022-06-17
46752,reservado,Eum nostrum qui sit.,2024-05-16,2023-04-23
64525,disponível,Iste maiores temporibus.,2023-03-21,2023-07-22
89936,disponível,Expedita iure porro fuga.,2023-07-01,2022-08-04
96204,reservado,Omnis vero ea.,2022-05-29,2022-01-19
45146,disponível,Voluptatum nobis nisi ex.,2023-07-08,2024-11-18
38843,disponível,Aut officia rem.,2024-03-24,2024-05-04
13117,reservado,Tempora facere hic.,2023-02-01,2022-04-06
9233,disponível,Dolore illum dolorem.,2022-10-17,2022-06-14
13312,reservado,Eius veniam aut.,2024-06-18,2022-01-17
98393,reservado,Dolore provident omnis.,2022-09-05,2022-05-19
64702,disponível,Numquam natus illo eos quasi.,2022-12-22,2023-01-25
27110,reservado,Velit eum facilis.,2024-08-04,2022-11-14
76270,alugado,Eligendi doloribus ea minima.,2023-08-22,2022-11-18
57865,disponível,Nam assumenda rerum ullam.,2023-02-23,2022-05-16
89284,alugado,Fuga soluta sit rem.,2022-09-30,2024-04-03
22361,alugado,Quis doloremque totam.,2023-08-22,2024-01-19
76678,reservado,Qui nostrum sed velit.,2023-02-17,2024-09-04
56043,alugado,Occaecati iste esse ut.,2023-06-19,2024-08-11
80260,alugado,Sed culpa unde alias animi.,2024-04-28,2024-08-08
54027,disponível,In voluptas nobis.,2022-10-30,2023-02-25
5791,alugado,Fugit sit adipisci.,2022-11-05,2024-07-03
89075,reservado,Fugit eos ullam.,2024-03-20,2023-08-07
57253,reservado,Atque at modi.,2023-09-30,2024-10-01
47786,reservado,Unde iusto reiciendis minima.,2022-01-21,2022-09-02
15313,reservado,Labore porro laudantium.,2022-02-08,2022-01-20
76628,disponível,At cumque est.,2023-12-17,2022-12-26
46658,alugado,Veniam cumque doloremque sit.,2023-10-07,2023-05-09
12969,reservado,Dolore velit modi saepe sint.,2021-12-13,2022-11-26
57438,disponível,Pariatur rem id porro veniam.,2023-07-29,2024-05-09
68291,disponível,Asperiores fuga laudantium.,2023-01-02,2022-03-15
56476,alugado,Sequi fugit debitis ipsam.,2022-08-23,2024-02-20
34041,alugado,Enim ex quisquam minus.,2022-10-22,2022-03-04
5765,alugado,Id ratione id aut.,2023-02-23,2024-06-16
58391,alugado,Culpa doloribus magnam vero.,2024-02-07,2022-08-10
34717,disponível,Enim nesciunt culpa sequi.,2022-11-03,2024-10-11
78794,reservado,Placeat molestias inventore.,2024-01-10,2024-03-09
26731,alugado,Mollitia quia odit in.,2023-01-23,2022-08-08
23132,alugado,Numquam sapiente repellendus.,2023-03-29,2022-12-06
52717,alugado,Quasi tempore magni amet.,2022-12-12,2024-01-31
88236,disponível,Vero deserunt debitis.,2022-11-22,2022-11-17
99608,disponível,Quod earum delectus facere.,2023-11-04,2022-02-27
80656,disponível,Nulla quo sint tenetur at.,2023-12-21,2022-03-03
11136,disponível,Atque maxime inventore est.,2024-09-08,2023-02-19
13062,reservado,Quam excepturi provident quo.,2023-11-03,2023-06-06
28375,reservado,Doloribus pariatur hic.,2022-07-31,2024-09-23
73983,reservado,Ab enim fugit sed nostrum.,2024-06-11,2024-01-31
30411,reservado,Animi praesentium maxime eos.,2023-04-22,2023-04-29
4734,alugado,Nam sit sapiente.,2022-03-02,2024-07-06
77122,reservado,Dolorum aperiam harum quia.,2022-09-09,2023-09-16
48667,reservado,Repudiandae ipsa autem vel.,2022-07-10,2021-12-30
33274,alugado,Aliquam blanditiis quidem.,2023-11-07,2022-05-15
63357,disponível,Esse nulla quibusdam ad eum.,2023-01-02,2024-10-23
44126,alugado,Eos quis minima architecto.,2022-08-10,2023-02-15
85185,disponível,Nemo modi sunt quasi.,2023-11-10,2022-04-30
73067,reservado,Fugiat libero voluptatum ad.,2022-01-31,2021-11-26
24150,reservado,Cum quisquam quia quibusdam.,2022-02-11,2023-06-18
92800,alugado,Totam quasi odio fugiat.,2024-03-09,2024-08-12
90073,reservado,Aliquam voluptas dolore iste.,2022-08-23,2021-12-26
47523,alugado,Facere nostrum repudiandae a.,2022-09-18,2022-09-22
34833,disponível,A eligendi cum ipsa.,2022-12-21,2024-06-08
94613,alugado,Veniam adipisci facilis.,2024-06-30,2024-11-11
